,COUNT,Star,Year,University,POS
2605,1,2 Star,2022,Wisconsin,SPECIAL
2606,8,3 Star,2022,Wisconsin,DEFENSE
2607,7,3 Star,2022,Wisconsin,OFFENSE
2608,1,3 Star,2022,Wisconsin,SPECIAL
2609,2,4 Star,2022,Wisconsin,DEFENSE
2610,1,4 Star,2022,Wisconsin,OFFENSE
2611,8,2 Star,2019,Wyoming,DEFENSE
2612,5,2 Star,2019,Wyoming,OFFENSE
2613,1,2 Star,2019,Wyoming,SPECIAL
2614,5,3 Star,2019,Wyoming,DEFENSE
2615,6,3 Star,2019,Wyoming,OFFENSE
2616,3,3 Star,2019,Wyoming,SPECIAL
2617,2,2 Star,2020,Wyoming,DEFENSE
2618,2,2 Star,2020,Wyoming,OFFENSE
2619,1,2 Star,2020,Wyoming,SPECIAL
2620,6,3 Star,2020,Wyoming,DEFENSE
2621,11,3 Star,2020,Wyoming,OFFENSE
2622,1,3 Star,2020,Wyoming,SPECIAL
2623,1,2 Star,2021,Wyoming,DEFENSE
2624,8,3 Star,2021,Wyoming,DEFENSE
2625,6,3 Star,2021,Wyoming,OFFENSE
2626,4,3 Star,2021,Wyoming,SPECIAL
2627,1,2 Star,2022,Wyoming,DEFENSE
2628,3,2 Star,2022,Wyoming,OFFENSE
2629,9,3 Star,2022,Wyoming,DEFENSE
2630,4,3 Star,2022,Wyoming,OFFENSE
2631,1,4 Star,2022,Wyoming,OFFENSE
